Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ0000002yzZQAQ,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2NQAU,Cleaning equipment not functioning.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,Raw milk receiving;Cleaning equipment not functioning.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.,Cleaning equipment not functioning.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.
0dtbZ0000002yzaQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2OQAU,Sanitation program not being followed.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,Raw milk receiving;Sanitation program not being followed.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.,Sanitation program not being followed.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.
0dtbZ0000002yzbQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2PQAU,Chemical concentration of cleaning and sanitizing products incorrect.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,Raw milk receiving;Chemical concentration of cleaning and sanitizing products incorrect.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.,Chemical concentration of cleaning and sanitizing products incorrect.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.
0dtbZ0000002yzcQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2QQAU,Tank truck cleaning insufficient or inadequate.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,Raw milk receiving;Tank truck cleaning insufficient or inadequate.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.,Tank truck cleaning insufficient or inadequate.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.
0dtbZ0000002yzdQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2RQAU,Cleaning system not operating properly.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,Raw milk receiving;Cleaning system not operating properly.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.,Cleaning system not operating properly.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.
0dtbZ0000002yzeQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2SQAU,Sanitation program not being followed.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,Raw milk receiving;Sanitation program not being followed.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.,Sanitation program not being followed.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.
0dtbZ0000002yzfQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2TQAU,Hoses and pumps not rinsed out as required.,Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,Raw milk receiving;Hoses and pumps not rinsed out as required.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,Hoses and pumps not rinsed out as required.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.
0dtbZ0000002yzgQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2UQAU,Cleaning areas inadequate or not maintained.,Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,Raw milk receiving;Cleaning areas inadequate or not maintained.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,Cleaning areas inadequate or not maintained.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.
0dtbZ0000002yzhQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2VQAU,Spills not cleaned up.,Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,Raw milk receiving;Spills not cleaned up.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,Spills not cleaned up.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.
0dtbZ0000002yziQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2WQAU,Milk filter missing or not used.,Raw milk receiving,All milk has been filtered or clarified prior to pasteurization.,Raw milk receiving;Milk filter missing or not used.;Raw milk receiving;All milk has been filtered or clarified prior to pasteurization.,Milk filter missing or not used.;Raw milk receiving;All milk has been filtered or clarified prior to pasteurization.
0dtbZ0000002yzjQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2XQAU,Milk filter not operating as required.,Raw milk receiving,All milk has been filtered or clarified prior to pasteurization.,Raw milk receiving;Milk filter not operating as required.;Raw milk receiving;All milk has been filtered or clarified prior to pasteurization.,Milk filter not operating as required.;Raw milk receiving;All milk has been filtered or clarified prior to pasteurization.
0dtbZ0000002yzkQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2YQAU,Incomplete or inaccurate records.,Raw milk receiving,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,Raw milk receiving;Incomplete or inaccurate records.;Raw milk receiving;All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,Incomplete or inaccurate records.;Raw milk receiving;All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.
0dtbZ0000002yzlQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2ZQAU,Records not available upon request.,Raw milk receiving,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,Raw milk receiving;Records not available upon request.;Raw milk receiving;All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,Records not available upon request.;Raw milk receiving;All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.
0dtbZ0000002yzmQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2aQAE,Milk cooling ineffective or not working.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Raw milk receiving;Milk cooling ineffective or not working.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Milk cooling ineffective or not working.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.
0dtbZ0000002yznQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2bQAE,Milk stored outside of permitted temperature range for over two hours.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Raw milk receiving;Milk stored outside of permitted temperature range for over two hours.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Milk stored outside of permitted temperature range for over two hours.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.
0dtbZ0000002yzoQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2cQAE,Temperature not monitored or records not available.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Raw milk receiving;Temperature not monitored or records not available.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Temperature not monitored or records not available.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.
0dtbZ0000002yzpQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2dQAE,Temperature not monitored according to approved plans and procedures.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Raw milk receiving;Temperature not monitored according to approved plans and procedures.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Temperature not monitored according to approved plans and procedures.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.
0dtbZ0000002yzqQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2eQAE,Thermometer not functioning correctly.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Raw milk receiving;Thermometer not functioning correctly.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,Thermometer not functioning correctly.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.
0dtbZ0000002yzrQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2fQAE,Non-satisfactory solids and non-fat solids results.,Raw milk receiving,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Raw milk receiving;Non-satisfactory solids and non-fat solids results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Non-satisfactory solids and non-fat solids results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors."
0dtbZ0000002yzsQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2gQAE,Non-satisfactory phosphatase results.,Raw milk receiving,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Raw milk receiving;Non-satisfactory phosphatase results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Non-satisfactory phosphatase results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors."
0dtbZ0000002yztQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2hQAE,Non-satisfactory added water results.,Raw milk receiving,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Raw milk receiving;Non-satisfactory added water results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Non-satisfactory added water results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors."
0dtbZ0000002yzuQAA,0Z4bZ0000000HdbSAE,Raw milk receiving,0eubZ0000000V2iQAE,Non-satisfactory acidity (pH) results.,Raw milk receiving,"Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Raw milk receiving;Non-satisfactory acidity (pH) results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors.","Non-satisfactory acidity (pH) results.;Raw milk receiving;Shipments of raw milk received by the plant are adequately tested, including for solids and non-fat solids, phosphatase, added water, acidity (pH), bacteria, and antibiotics/inhibitors."
